Could I ____ my stroller to the gate?;Take;Taking;Took;Taken;3;8;This is not the correct word;
Is ____ airplane landing right now?;The;Those;Then;These;3;8;This is not the correct word;
We're _____ one stopover in toronto.;Making;Made;Make;Do;3;8;This is not the correct word;
It's not a direct _____;Flight;Fly;Flew;Flying;3;8;This is not the correct word;
The flight attendant will have been _____ some passengers with a knife;Killing;Kill;Killed;Ill;3;8;This is not the correct word;
We will be landing in tokyo ___ approximately ten minutes;In;At;Of;On;3;8;This is not the correct word;
___  you comfortable sitting next to the emergency exit?;Are;Is;Wasn`t;Was;3;8;This is not the correct word;
Put ____ oxygen mask on first before putting one on your child;Your;You;Yours;Yourself;3;8;This is not the correct word;
You will ___ be in seat b of row nine;Not;Don't;Won't;Knot;3;8;This is not the correct word;
The plane almost ____ the runway because it was such a bad storm;Missed;Miss;Missing;Lost;3;8;This is not the correct word;
We'll _____ it in the over-sized luggage after you board;Check;Checking;Checked;Begin;3;8;This is not the correct word;
Where ____ i exchange money? ;Could  ;Are;Have;Do;3;8;This is not the correct word;
I ____ want a round-trip ticket to mexico;Don't ;Weren't;Wasn`t;Haven't;4;8;This is not the correct structure;
Ticket/might/i/see/not/your/?;Might not i see your ticket?;Might i not see your ticket?;I might not see your ticket?;Might i see not your ticket?;4;8;This is not the correct structure;
To/simmons/has/mark/baggage/excess/charge/pay;Mark Simmons has to pay a excess baggage charge;Mark Simmons have pay to a excess baggage charge;Have mark Simmons to pay a excess baggage charge;Mark Simmons to have pay a charge excess baggage;4;8;This is not the correct structure;
In-flight/did/lose/manual/?/you/the;Did you lose the in-flight manual?;You did lose the in-flight manual?;Did lose the you in-flight manual?;Did you lose the manual in-flight?;4;8;This is not the correct structure;
Excess/we/not/baggage/like/to/charge/any/would/pay;We would not like to pay any excess baggage charge;We would like not to pay any excess baggage charge;Would we not like to pay any excess baggage charge;We not would like to pay any excess baggage charge;4;8;This is not the correct structure;
Is/the/where/?/information/desk;Where is the information desk?;Where the information desk is?;Is where the information desk?;Where the information is desk?;4;8;This is not the correct structure;
Travel/will/to/you/visa/need/the/?;Will you need the visa to travel?;You will need the visa to travel?;Will you need the visa travel to?;You will need the visa travel to?;4;8;This is not the correct structure;
At/are/not/the/military/there/ installations/permanent/airport;There are not permanent military installations at the airport;There not are permanent military installations at the airport;There are not at permanent military installations the airport;Not there are permanent military installations at the airport;4;8;This is not the correct structure;
Charges/he/without/been/ariport/has/ababa/addis/arrested/at;He has been arrested at addis ababa airport without charges;He been has arrested at addis ababa airport without charges;He has been arrested addis ababa at airport without charges;He has arrested been at addis ababa airport without charges;4;8;This is not the correct structure;
Was/yesterday/there/airport/at/the/fog;There was fog at the airport yesterday;There fog was at the airport, yesterday;Was fog there at the airport, yesterday;There was fog the airport at, yesterday;4;8;This is not the correct structure;
?/may/c137where/gate/is/you/tell/me/the/number;May you tell me where is the gate number c13?;You may tell me where is the gate number c13?;You may tell me where is the gate c13 number?;May you tell me is where the gate number c13?;4;8;This is not the correct structure;
August/who/arrested/was/tunis/on/airport/at/?/11th/of;Who was arrested at tunis airport on 11th of  august?; who arrested at tunis airport on 11 august was?; was who arrested at tunis airport on 11 august?; who was arrested tunis airport at on 11 august?;4;8;This is not the correct structure;
Have/e-ticket/you/do?/an;Do you have an e-ticket?;You do have an e-ticket?;Have you do an e-ticket?;Do you an have e-ticket?;4;8;This is not the correct structure;
?/much/how/to/does/flight/london/the/cost;How much does the flight to london cost?;How does much the flight to london cost?;Much how does the flight to london cost?;How much does the flight london to cost?;4;8;This is not the correct structure;
Should/confirm/when/?/flight/the;When should i confirm the flight?;When i should confirm the flight?;Should when i confirm the flight?;I when should confirm the flight?;4;8;This is not the correct structure;
Require/assitance/you/?/do/special;Do you require special assistance?;You do require special assistance?;You require do special assistance?; you require special assistance do?;4;8;This is not the correct structure;
Chicago/I/for/would/flight/like/a/to/reserve;I would like to reserve a flight for chicago;I like would to reserve a flight for chicago;Would I like to reserve a flight for chicago;I would like to reserve a flight chicago for;4;8;This is not the correct structure;
Is/plane/the/landing;The plane is landing;The is plane landing;The plane landing is;Is the plane landing;4;8;This is not the correct structure;
Cancelled/her/been/has/flight;Her flight has been cancelled;Her has flight been cancelled;Her flight been has cancelled;Her  has been flight cancelled;4;8;This is not the correct structure;
Go/which/must/gate/to/I/?;Which gate must I go to?;Which gate I must go to?;Which must gate I go to?;Which I gate must go to?;4;8;This is not the correct structure;
Classe/doesn't/an/economy/Tilo/wish/to/purchase;Tilo doesn't wish to purchase an economy class;Tilo doesn't wish an to purchase economy class;Tilo wish to purchase an economy class doesn't;Tilo doesn't to wish purchase an economy class;4;8;This is not the correct structure;
Is/the/?/where/gate/arrival;Where is the arrival gate?;Where the arrival gate is?;Is where  the arrival gate?;Where the arrival is gate?;4;8;This is not the correct structure;
I/into/vip/this/?/able/get/am/with/ticket/lounge/to/the;Am I able to get into the vip lounge with this airplane ticket? ;I am able to get into the vip lounge with this airplane ticket? ;Am I able to get into the lounge vip with this airplane ticket? ;Am I able get to into the vip lounge with this airplane ticket? ;4;8;This is not the correct structure;
Ticket/i/class/wish/first/to/a/purchase;I wish to purchase a first class ticket;I wish purchase to a first class ticket;I to wish purchase a first class ticket;I wish to purchase a class first ticket;4;8;This is not the correct structure;
Has/my/been/luggage/lost;My luggage has been lost;My luggage been has lost;Has been my luggage lost;My luggage lost has been;4;8;This is not the correct structure;
You/your/?/airport/paid/fee/have/improvement;Have you paid your airport improvement fee?;Have you paid your airport fee improvement? ;You have paid your airport improvement fee?;Have you paid your fee airport improvement?;4;8;This is not the correct structure;
?/could/currency/local/change/for/local/my/i/currency;Could i change my currency for local currency?;I could change my currency for local currency?;Could i change my currency local for currency?;I could change my currency local for currency?;4;8;This is not the correct structure;
Was/the/flight/barcelona/?/leaving/to/next/when;When was the next flight to barcelona leaving?;When the next was flight to barcelona leaving?;When the next flight was to barcelona leaving?;When the next flight to barcelona was leaving?;4;8;This is not the correct structure;
Connecting/cancelled/our/has/flight/been;Our connecting flight has been cancelled;Our has connecting flight been cancelled;Has our connecting flight been cancelled;Our connecting flight been has cancelled;4;8;This is not the correct structure;
Internet/?/does/to/have/a/wireless/this/connection/the/airport;Does this airport have a wireless connection to the internet? ;Does have this airport a wireless connection to the internet? ;This airport does have a wireless connection to the internet? ;Does this airport have a wireless to connection the internet? ;4;8;This is not the correct structure;
A/?/there/stopover/is;Is there a stopover?;There is a stopover?;Is a there stopover?;There a stopover is?;4;8;This is not the correct structure;
Assistance/you/special/assistance;You require special assistance;You special require assistance;Require special you assistance;You require  assistance special;4;8;This is not the correct structure;
Just/suitcase/it's/this;It's just this suitcase;It's this suitcase just;Just it's this suitcase;It's this just suitcase;4;8;This is not the correct structure;
Your/let/me/passaport/see;Let me see your passport;Let me your see passport;Let see me your passport;Let me your passport see;4;8;This is not the correct structure;
Tax/you/your/paid/improvement/airport;You paid your airport improvement tax;You paid airport your improvement tax;You paid your airport tax improvement ;You your paid airport improvement tax;4;8;This is not the correct structure;
Overweight/your/is/baggage;Your baggage is overweight;Your is baggage overweight;Your baggage overweight is;Is your baggage overweight.;4;8;This is not the correct structure;
Are there people walking in the airport?;There are people walking in the airport;There aren't people walking in the airport;There are two people running in the airport;There is a person walking in the airport;5;8;This is not the correct answer from the video;aero_2
Is there   person carrying a girl?;There is a person carrying a girl;There is a woman carrying a girl;There is a child carrying a girl;There are a teenager carrying a girl;5;8;This is not the correct answer from the video;aero_2
Are there electrical stairs in the airport?;There are electrical stairs in the airport;There is an electrical stair in the airport;There are ten electrical stairs in the airport;There are one hundred electrical stairs in the airport;5;8;This is not the correct answer from the video;aero_2
Does the airport have 3 floors?;The airport has 3 floors;The airport has 5 floors;The airport has 5 floors;The airport has 1 floor;5;8;This is not the correct answer from the video;aero_2
Is there a restaurant in the airport?;There is a restaurant in the airport;There is not a restaurant in the airport;There are restaurants in the airport;There are two restaurants in the aiport;5;8;This is not the correct answer from the video;aero_2
Is there a mom hugging her daughter?;There is a mom hugging her daughter;There is not a mom hugging her daughter;There are moms hugging her daughters;There are two moms hugging her daughters;5;8;This is not the correct answer from the video;aero_2
Are there people in the waiting room?;There are people in the waiting room;There aren't people in the waiting room;There is a person in the waiting room;There are three people in the waiting room;5;8;This is not the correct answer from the video;aero_2
Is it a sunny day?;It is a sunny day;It is a rainy day;It is at night;It is a dark day;5;8;This is not the correct answer from the video;aero_2
Are there glasses in the airport?;There are glasses in the airport;There aren't glasses in the airport;There is a glass in the airport;There are two glasses in the airport;5;8;This is not the correct answer from the video;aero_2
Can you see planes in the airport?;I can not see planes in the airport;I  can see  planes in the airport;I can see a lot of planes in the airport;I can see 5 planes in the airport;5;8;This is not the correct answer from the video;aero_2
Are there planes landing in the airport?;There are not planes landing in the airport;There are two planes landing in the airport;There is a plane landing in the airport;There are planes landing in the airport;5;8;This is not the correct answer from the video;aero_2
Are there people talking in the airport?;There are people talking in the airport;There are not people talking in the airport;There is a person talking in the airport;There are two people talking in the airport;5;8;This is not the correct answer from the video;aero_2
Are there people in all the floors?;There are people in all the floors;There are not people in all the floors;There are people just in the first floor;There are people in the first and second floor;5;8;This is not the correct answer from the video;aero_2
Mirror;Espejo;Escaleras;Este;Escritorio;6;8;This is not the correct answer from the audio;mirror
This;Este;Espejo;Escritorio;Toalla;6;8;This is not the correct answer from the audio;this
Desk;Escritorio;Este;Toalla;Puerta;6;8;This is not the correct answer from the audio;desk
Towel;Toalla;Escritorio;Puerta;Viejo;6;8;This is not the correct answer from the audio;towel
Door;Puerta;Toalla;Viejo;Jardín;6;8;This is not the correct answer from the audio;door
Old;Viejo;Puerta;Jardín;Escaleras;6;8;This is not the correct answer from the audio;old
Garden;Jardín;Viejo;Escaleras;Chimenea;6;8;This is not the correct answer from the audio;garden
Stairs;Escaleras;Jardín;Chimenea;Afuera;6;8;This is not the correct answer from the audio;stairs
Chimney;Chimenea;Escaleras;Afuera;Vista;6;8;This is not the correct answer from the audio;chimney
Outside;Afuera;Chimenea;Vista;Bonito;6;8;This is not the correct answer from the audio;outside
View;Vista;Afuera;Bonito;Ático;6;8;This is not the correct answer from the audio;view
Pretty;Bonito;Vista;Ático;Madera;6;8;This is not the correct answer from the audio;pretty
Athic;Ático;Bonito;Madera;Techo;6;8;This is not the correct answer from the audio;athic
Wood;Madera;Ático;Techo;Oscuro;6;8;This is not the correct answer from the audio;wood
Roof;Techo;Madera;Oscuro;Cosa;6;8;This is not the correct answer from the audio;roof
Dark;Oscuro;Techo;Cosa;Cima;6;8;This is not the correct answer from the audio;dark
Thing ;Cosa;Oscuro;Cima;Cortina;6;8;This is not the correct answer from the audio;thing 
Top;Cima;Cosa;Cortina;Aspiradora;6;8;This is not the correct answer from the audio;top
Courtain;Cortina;Cima;Aspiradora;Estarse;6;8;This is not the correct answer from the audio;courtain
Vacuum;Aspiradora;Cortina;Estarse;Comida;6;8;This is not the correct answer from the audio;vacuum
Stay;Estarse;Aspiradora;Comida;Comer;6;8;This is not the correct answer from the audio;stay
Food;Comida;Estarse;Comer;Mascota;6;8;This is not the correct answer from the audio;food
Eat;Comer;Comida;Mascota;Cuidar;6;8;This is not the correct answer from the audio;eat
Pet;Mascota;Comer;Cuidar;Arreglar;6;8;This is not the correct answer from the audio;pet
Care;Cuidar;Mascota;Arreglar;Todos los días;6;8;This is not the correct answer from the audio;care
Fix;Arreglar;Cuidar;Todos los días;Sabana;6;8;This is not the correct answer from the audio;fix
Everyday;Todos los días;Arreglar;Sabana;Cena;6;8;This is not the correct answer from the audio;everyday
Blanket;Sabana;Todos los días;Cena;Papas;6;8;This is not the correct answer from the audio;blanket
Dinner;Cena;Sabana;Papas;Cuchillo;6;8;This is not the correct answer from the audio;dinner
Potatoes;Papas;Cena;Cuchillo;Aquí;6;8;This is not the correct answer from the audio;potatoes
Knife;Cuchillo;Papas;Aquí;Lugar;6;8;This is not the correct answer from the audio;knife
Here;Aquí;Cuchillo;Lugar;Maletín;6;8;This is not the correct answer from the audio;here
Place;Lugar;Aquí;Maletín;Quien;6;8;This is not the correct answer from the audio;place
Suitcase;Maletín;Lugar;Quien;Primo;6;8;This is not the correct answer from the audio;suitcase
Who;Quien;Maletín;Primo;Cena;6;8;This is not the correct answer from the audio;who
Cousin;Primo;Quien;Cena;Sabana;6;8;This is not the correct answer from the audio;cousin
Is this an old airport?;This is not an old airport;This is an old airport;This is a very old airport;This is the oldest airport;1;15;This is not the correct description;68
How many airplanes can you see?;I can see four airplanes;I can not see any airplanes;I can see five airplanes ;I can see one airplane;1;15;This is not the correct description;68
Is there a control tower in the airport?;There is a control tower in the airport;There is not a control tower in the airport;There are two control towers in the airport;There are a lot of control towers in the airport;1;15;This is not the correct description;68
Are there cars in the airport?;There are cars in the airport;There aren't cars in the airport;There is one car in the airport;There are two cars in the airport;1;15;This is not the correct description;68
How many people can you see?;I can see three people;I cant see people;I can see one person;I can see two people;1;15;This is not the correct description;68
Is there an airplane flying?;There is not an airplane flying;There is an airplane flying;There are airplanes flying;There is not an airplane flayings;1;15;This is not the correct description;68
Is it a rainy day?;It is not a rainy day;It is at night;It is a rainy day;It is raining;1;15;This is not the correct description;68
Can you see people buying tickets?;I can not see people buying tickets;I can see people buying tickets;I can see a lot of people buying tickets;I can see one person buying tickets;1;15;This is not the correct description;68
Are there lamposts in the airport?;There are lamposts in the airport;There are not lamposts in the airport;There aren't any lamposts in the airport;There is one lampost in the airport;1;15;This is not the correct description;68
Is there a bus in the airport?;There is a bus in the airport ;There is not a bus in the airport;There are many buses in the airport;There are a lot of buses in the airport;1;15;This is not the correct description;68
Are there a lot of people in the airport?;There are a lot of people in the airport;There are not a lot of people in the airport;There is a person in the airport;There are two people in the airport;1;15;This is not the correct description;69
Are there people buying tickets?;There are people buying tickets;There are not people buying tickets;There are not any people buying tickets;There is one person buiyng tickets;1;15;This is not the correct description;69
Are there maids in the airport?;There are maids in the airport;There are not maids in the airport;There is one maid in the airport;There are ten maids in the airport;1;15;This is not the correct description;69
What time is it?;It is 10:34;It were 10:34;It will be 10:34;It be 10:34;1;15;This is not the correct description;69
Are there people walking ?;There are people walking;There are not walking;There is a person walking;There are two people walking;1;15;This is not the correct description;69
Are there people eating?;There are not people eating  ;There are people eating  ;There are a lot of people eating;There are four people eating;1;15;This is not the correct description;69
Are the maids cleaning the airport?;The maids are not cleaning the airport;The maids are cleaning the airport;The maids are playing the airport;The maids are running in the airport;1;15;This is not the correct description;69
Can you see people talking?;I can see people talking;I can not people talking;I can see all the people talking;I can not see any people talking;1;15;This is not the correct description;69
Can you see airplanes in the airport?;I can not see airplanes in the airport;I can see airplanes in the airport;I can see one airplane in the airport;I can see two airplanes in the airport;1;15;This is not the correct description;69
Is there a waiting room?;There is not  a waiting room;There is a waiting room;There are waiting rooms;There are two waiting rooms;1;15;This is not the correct description;69
Does the airport have three floors?;The airport has three floors;The airport has one floor;The airport has two floors;The airport has five floors;1;15;This is not the correct description;70
Is there a store in the airport?;There is a store in the airport;There is not a store in the airport;There are stores in the airport;There are three stores in the airport;1;15;This is not the correct description;70
Is there a person buying in the store?;There is a person buying in the store;There is not a person buying in the store;There are people buying in the store;There are six people buying in the store;1;15;This is not the correct description;70
Are there electrical stairs in the airport?;There are electrical stairs in the airport;There are not electrical stairs in the airport;There is one electrical stair in the airport;There are ten electrical stairs in the airport;1;15;This is not the correct description;70
Are there few people in the airport?;There are not few people in the airport;There is a person in the airport;There are few people in the airport;There are five people in the airport;1;15;This is not the correct description;70
Are the lights on in the airport?;The lights are on in the airport;The lights are off in the airport;There aren't lights in the airport;There is light in the airport;1;15;This is not the correct description;70
Can you see people buying ticktes?;I can not see people buying tickets;I can see people buying tickets;I can see a lot of people buying tickets;I can see twenty people buying tickets;1;15;This is not the correct description;70
Do you see airplanes in the airplane?;I don't see airplanes in the airport;I see airplanes in the airport;I see one airplane in the airport;I see five planes in the airport;1;15;This is not the correct description;70
Are there people in the electrical stairs?;There are people in the electrical stairs;There are not people in the electrical stairs;There is a person in the electrical stairs;There are a lot of people in the electrical stairs;1;15;This is not the correct description;70
Is there a policeman in the airport?;There is not a policeman in the airport;There is a policeman in the airport;There are policemen in the airport;There are two policemen in the airport;1;15;This is not the correct description;70
Are there cars in the parking lot?;There are cars in the parking lot;There is a car in the parking lot;There are not cars in the parking lot;There are eight cars in the parking lot;1;15;This is not the correct description;71
Is there an airplane in the airport?;There is an airplane in the airport;There is not an airplane in the airport;There are airplanes in the airport;There are six airplanes in the airport;1;15;This is not the correct description;71
Are there people arriving to the airport?;There are people arriving to the airport;There are not people arriving to the airport;There is a person arriving to the airport;There are two people arriving to the airport;1;15;This is not the correct description;71
Is there an airplane landing?;There is not an airplane landing;There is an airplane landing;There are airplanes landing;There are two airplanes landing;1;15;This is not the correct description;71
Does the airport have a control tower?;The airport has a control tower;The airport doesn't have a control tower;The airport has two control towers;The airport has three control towers;1;15;This is not the correct description;71
Are there trees in the parking lot?;There are trees in the parking lot;There are not trees in the parking lot;There is a tree in the parking lot;There are not any trees in the parking lot;1;15;This is not the correct description;71
Does he work in the  reception ?;Yes, she works in the reception;Yes, he workes in the reception;No, he are not work in the reception;Yes, he work in the reception;2;15;This is not the correct answer;
Was she in the airport before?;Yes, she was in the airport before;Yes, she were in the airport before;Yes, she have been in the airport before;No, she are not in the airport before;2;15;This is not the correct answer;
Had he traveled in the flight 4078 ?;No, he had not not traveled in the flight 4078;Yes , he have traveled in the flight 4078;No, he had not traveled in the flight 4078;No,he is not traveled in the flight 7048;2;15;This is not the correct answer;
Is there a waiting room ?;Yes, there is a waiting room;Yes, is there a waiting room;Yes, there are a waiting room;No, is there not a waiting room;2;15;This is not the correct answer;
Was it a great flight ?;No, it was a great flight;No, it is a great flight;Yes, he is a great flight;Yes. It was a great flight;2;15;This is not the correct answer;
Can i help you with your bags ?;Yes, you can help me with my bags;Yes, you can helps me with my bags;No, you will can help me with my bags;No, you are can helps me with my bags;2;15;This is not the correct answer;
Is this the best airport in the city ?;Yes, this is the best airport;No,this are not the best airport;Yes, this is the best airport;No, are this the best airport;2;15;This is not the correct answer;
Did you buy the ticket ?;No, i did not buy the ticket;No, i did not bought the ticker;Yes, i did buy the ticket;No, i do not bought the ticket;2;15;This is not the correct answer;
Can i take the flight with my cat ?;Yes, you can take the flight with your cat;No, you can not takes the flight with your cat;No, you will could not take the flight with your cat ;Yes, you can take the flight with your cat;2;15;This is not the correct answer;
Are there 12 chairs in the waiting room ?;No, there are 10 chairs in the waiting room;No, there is a chairs in the waiting room;Yes, there is 12 chairs in the waiting room;No, there is nor 12 chairs in the waiting room;2;15;This is not the correct answer;
Is there a flight to america ?;Yes, there is a flight to america;No, there are not flight to america;No, there is not a flight to america;Yes, there are a flight to america;2;15;This is not the correct answer;
What is the fare to londres ?;The fare to londres was $9dll;The fare to londres were $9dll;The fare to londres is $9dll;The fare to londres will be $9dll;2;15;This is not the correct answer;
Are there tickets in first class ?;Yes, there are tickets in first class;Yes, there are a ticket in first class;No, there are not a ticket in first class;Yes, there are tickets in first class;2;15;This is not the correct answer;
Are the return tickets cheap ?;Yes, the return tickets are cheap;Yes, the return ticket were cheap;No, the return tickets is not cheap;No, the return ticket was not cheap;2;15;This is not the correct answer;
Do you have  anything to declare?;I don't have nothing to declare;Yes, i has something to declare;Yes, i did something to declare;No, i has nothing to declare;2;15;This is not the correct answer;
Do I have to pay for this ticket ?;Yes, you have to pay that ticket;Yes, you pays that ticket;No, you do not have to pay for that ticket;No, you have not to pay that ticket;2;15;This is not the correct answer;
How long is your visit?;My visit is for 2 days;My visit was for 2 days;My visit is for 2 days;My visit will not be for 2 days;2;15;This is not the correct answer;
At what time is your trip? ;My trip is at 8:30;My trip are at 8:30;My trip will be tomorrow;My trip is not at 8:30;2;15;This is not the correct answer;
Is your first trip ?;Yes, is my first trip;No, is not my first trip;Yes, will be my first trip;No, are not my first trip;2;15;This is not the correct answer;
Has the flight taken off ?;No, the flight has not taken off;No, the flight had not take off;Yes, the flight has take off;Yes, the flight have take off;2;15;This is not the correct answer;
Are there kids in the airplane ?;Yes, there are kids in the airplane;Yes, there are a kid in the airplane;No, there is not kids in the airplane;No, there are not a kid in the airplane;2;15;This is not the correct answer;
Is there a good service in this airport ?;Yes, there is a good service;No, there is not a good service;No, there are not good service;Yes, there is a good services;2;15;This is not the correct answer;
Did you lose your bags ?;Yes, i lost my bags;No, i did not lost my bags;No, i do not lost my bags;Yes, i lost my bags;2;15;This is not the correct answer;
Can i see your passport ?;Yes, you can see it;Yes, you can saw it;Yes, you can see it;No, you could not see it;2;15;This is not the correct answer;
Is it safe to travel by airplane ?;Yes, it is safe;No, it are not safe;Yes, it is safe;No, it not safe;2;15;This is not the correct answer;
Would you like a window seat ?;Yes, i would like a window seat;No, i would not likes a window seat;Yes, i would liked a window seat;No, i would not likes a window seat;2;15;This is not the correct answer;
Do you like this airplane ?;Yes, i like it;Yes, i liked it;No, i do not like it;No, i did not likes it;2;15;This is not the correct answer;
Do you find your bags ?;No, i do not find my bags;Yes, i found my bags;No, i did not found my bags;Yes, i did find my bags;2;15;This is not the correct answer;
Are you traveling alone or with more people?;Yes, i was traveling alone;No, i will not travelling alone;Yes, i am travelling alone;No, i will traveled with more people;2;15;This is not the correct answer;
Are  there  snacks in the flight ?;Yes, there are snack in the flight;No, there is not a snacks in the flight;Yes, there are snacks in the flight;No, there are not a snack in the flight;2;15;This is not the correct answer;
Is  this your bag ?;Yes, this is;No, it are no;No, it will not;Yes, it are;2;15;This is not the correct answer;
Will you be cheking any bags ?;Yes, i will be cheking bags;Yes, i was cheking bags;No, i will not be cheking bags;No, i will not cheking bags;2;15;This is not the correct answer;
Can my child travel alone ?;No, your child can not travel alone;Yes, your child can travel alone;Yes, your child could traveled alone;No, your child can not be travel alone;2;15;This is not the correct answer;
Was it a  fun trip by airplane ?;No, it was a fun trip;No, it is not a fun trip;Yes, he was a fun trip;Yes. It was a fun trip;2;15;This is not the correct answer;
Are there  many airplanes at airport ?;Yes, there are many airplanes at airport;Yes, there are many airplanes at airport;No, there is not airplanes at airport;No, there are not a airplane at airport;2;15;This is not the correct answer;
Are you planning to visit united states ?;Yes, i am planning to visit united states;No, i are no planning to visit united states;No, i was not planing to visit united states;Yes, i planning to visit united states;2;15;This is not the correct answer;
Where ___ the airport?;Is;Are;The;By;3;15;This is not the correct word;
He is ____ to the airport;Going;Is;Are;They;3;15;This is not the correct word;
I ___ in the airport;Am;Did;Does;By;3;15;This is not the correct word;
You want ___ round try;A;An;Am;Some;3;15;This is not the correct word;
I ____ like a round try;Would;Could  ;Are ;In;3;15;This is not the correct word;
The ______ are in the plane;Passengers;Are;A;Any;3;15;This is not the correct word;
They ___ flying;Are;Is;Any;The;3;15;This is not the correct word;
The tourist needs a ____.;Plane;Any;The;Are;3;15;This is not the correct word;
The pilots ____ in the cockpit.;Are;Is ;Buys;Does;3;15;This is not the correct word;
We are ____ to the meeting point;Going; go;Will;Does;3;15;This is not the correct word;
The copilot ___ speaking;Is;Will;Saw;Lie;3;15;This is not the correct word;
They are _____.;Travelers;Are;Is;Will;3;15;This is not the correct word;
There are persons ____ the plane.;In;Will;Are;Does;3;15;This is not the correct word;
I ____ seen the pilots.;Have;Are;Is;Do;3;15;This is not the correct word;
He is ___ the departure lounge.;In;Are;Is;Did;3;15;This is not the correct word;
Where ____ the porter?.;Is;Will;Going;Are;3;15;This is not the correct word;
The _____ are flying.;Planes;Is;Will;Car;3;15;This is not the correct word;
The security guard ___ in the plane.;Is;In;At;On;3;15;This is not the correct word;
They _____ gone in the plane.;Have;Has;Is;After;3;15;This is not the correct word;
____ are in the airline counter.;We;He;She;It;3;15;This is not the correct word;
The plane ____ overweight.;Has;Have;Have;Had;3;15;This is not the correct word;
The ____ is landing;Plane;Car;Horse;House;3;15;This is not the correct word;
There ___ seats in the plane;Are;Is;It;Do;3;15;This is not the correct word;
Where is ___ departure.;The;In;At;On;3;15;This is not the correct word;
The luggage ___ this.;Is;Are;Does;Do;3;15;This is not the correct word;
He ___  an  immigration official.;Is ;Are;Do;Will;3;15;This is not the correct word;
We are in ___ boarding gate.;The;In;Will;Who;3;15;This is not the correct word;
The plane is taking _____.;Off;Of;For;Fire;3;15;This is not the correct word;
Where ___ the boarding gate?.;Is;Are;Aren,t;Will;3;15;This is not the correct word;
This ___ the way out.;Is;It;Feel;Buy;3;15;This is not the correct word;
They are in the _________ terminal.;Airport;Car;Some; are;3;15;This is not the correct word;
We bought the _____.;Tickets;Are;That;This;3;15;This is not the correct word;
She  ____ in the lavatory.;Was;It;On;There;3;15;This is not the correct word;
He will ____ in the plane.;Be;Been;An;Am;3;15;This is not the correct word;
We are  at  ____ airport terminal.;The;Thus;This;These;3;15;This is not the correct word;
I am ____ to try to get the airplane;Going;Go;Gone;Goes;3;15;This is not the correct word;
Airplane / waiting / are / the / you ;You are waiting the airplane;You waiting are airplane the;You are airplane the waiting;Are you waiting the airplane ;4;15;This is not the correct structure;aero_3
Will / she / pilot / be / next / year/a;She’ll be a pilot next year;She be will a pilot next year;Be she will the pilot a next  year;Next she will pilot be a;4;15;This is not the correct structure;aero_3
Month / worked / he / last /my / airline / in;He worked in my airline last month;Worked he in my last airline month;He worked last airline in my month;He worked in my month last airline;4;15;This is not the correct structure;aero_3
I / visa / my / had / in / baggage / my;I had my visa in my baggage;I had my baggage in my visa;My visa had my baggage in I;I had baggage in my visa my;4;15;This is not the correct structure;aero_3
 germany / we / travel / to;We travel  to germany;We germany travel to;Germany travel to we;We travel germany to;4;15;This is not the correct structure;aero_3
Bought / ticket / in / my / the / counter / airline;I bought my ticket in the airline counter;I counter my bought in the ticket airline;I bought my airline in the ticket counter;I airline my bought in the ticket counter;4;15;This is not the correct structure;aero_3
Is / an / international / airport / this;This is an international airport;This is an airport international;This an is airport international;This an international airport is;4;15;This is not the correct structure;aero_3
Ts / talking / airplane / in / the / the / hostess / air;The air hostess is talking in the airplane;The airplane is talking in the hostess air;The hostess air is airplane talking in the;The air hostess is talking in airplane the;4;15;This is not the correct structure;aero_3
She / in / the / ate / soup / plane;She ate soup in the plane;She plane ate in the soup;She ate plane soup in the;Ate she in the plane;4;15;This is not the correct structure;aero_3
Two / lands / will / hours / airplane / the / in;The airplane lands in two hours;In two airplane the lands hours;The airplane in two hours lands;The lands airplane in two hours;4;15;This is not the correct structure;aero_3
Are / there / in / airport / the / tourists;There are tourists in the airport;There are airport in the tourists;There airport are in the tourists;There are tourists in airport the;4;15;This is not the correct structure;aero_3
My / is / baggage / lost / airport / in / the;My baggage is lost in the airport;My baggage is in the airport lost;My airport is lost in the baggage;My  baggage is in the lost airport;4;15;This is not the correct structure;aero_3
Take / can / i / not / flight /today / the;I can’t take the flight today;I not can take the flight today;I can’t the flight take today;I can’t today the flight take;4;15;This is not the correct structure;aero_3
Five/ there / are/ in / plane / the / hostesses / air;There are five air hostesses in the plane;There five are hostesses in the air plane;There are hostesses in the plane air;There plane are air in the hostesses;4;15;This is not the correct structure;47
Copilot/ the / sleeping / cabin / in / is / the;The copilot is sleeping in the cabin;The cabin is sleeping in the copilot;Sleeping is the copilot in the cabin;The sleeping in the cabin is the copilot;4;15;This is not the correct structure;47
Two / are / control / there / towers / in / airport / the;There are two control towers in the airport;There are two towers control in the airport;Are there two towers in the control airport;There are two control towers airport in the;4;15;This is not the correct structure;48
Waiting / family / my / room /was / i / waiting / in / the;I was waiting my family in the waiting room;I waiting was my family in the waiting room;I was waiting in the family my waiting room;Was waiting i my family in waiting  the room;4;15;This is not the correct structure;48
Delayed / flight / today / is / my;My flight is delayed today;My flight is today delayed;Is my flight delayed today;Is flight my delayed today;4;15;This is not the correct structure;48
